web-scraper-order,web-scraper-start-url,judul,author,tanggal,gambar_utama-src,konten
"1700523084-1","https://www.detik.com/edu/beasiswa/d-7010598/awardee-bongkar-3-rahasia-dapat-beasiswa-lpdp-intip-yuk","Awardee Bongkar 3 Rahasia Dapat Beasiswa LPDP, Intip Yuk!","Nikita Rosa - detikEdu","Senin, 30 Okt 2023 21:00 WIB","https://akcdn.detik.net.id/community/media/visual/2023/10/30/oline-awardee-lpdp-di-london.webp?w=700&q=90","Jakarta - Margaret Ayu Caroline bertolak ke Inggris untuk melanjutkan studi di University College London (UCL). Alumnus Fakultas Kedokteran Universitas Airlangga itu berangkat ke London dengan beasiswa Lembaga Pengelola Dana Pendidikan (LPDP) Kementerian Keuangan.Oline, panggilan akrabnya, menceritakan bahwa keinginan untuk melanjutkan kuliah berasal dari cita-citanya sebagai seorang dosen klinis.Baca juga: 3 Tips Persiapan Daftar S2 di Luar Negeri untuk Pekerja, Catat Nih!Baca juga: Sosok Dhani, Dokter Gigi Disabilitas Peraih Beasiswa LPDP ke Jerman""Aku punya cita-cita ingin jadi dosen klinis, karena aku tertarik menjadi seorang pengajar,"" katanya dalam laman Unair dikutip Senin (30/10/2023).


ADVERTISEMENT







                        

  







SCROLL TO CONTINUE WITH CONTENT

Ketertarikannya pada bidang ortopedi membuat Oline memilih Master of Science (MSc) Musculoskeletal Science and Medical Engineering sebagai jurusannya. Ia memilih UCL karena telah bermitra dengan salah satu rumah sakit ortopedi terbaik dunia.Bagi mahasiswa yang berminat dengan beasiswa LPDP, Oline membongkar rahasianya. Yuk simak berikut ini.Rahasia Dapat Beasiswa LPDP1. Tentukan AlasanMenurut Oline, segala proses akan berjalan dengan baik bila ada motivasi yang kuat. Bahkan Oline membutuhkan waktu yang cukup lama dalam menentukan alasan kuat miliknya.""Sebelum memutuskan mendaftar kuliah, aku harus menemukan alasan kuat dalam melanjutkan studi, ini berlangsung cukup lama. Kalau nggak ada alasan kuat, aku akan kesulitan dalam menjalankan segala proses,"" jelasnya.2. Punya MentorMemiliki seorang mentor menjadi hal yang tak kalah penting. Jika ada mentor yang mendampingi, maka ia bisa memberi arahan ketika kamu mengalami kesulitan.""Mencari mentor artinya meminta bantuan dan bimbingan pendahulu yang sukses menimba pendidikan di luar negeri. Sehebat dan sepintar apapun, kita tidak bisa melakukan prosesnya sendiri,"" papar Oline.3. Cari Teman SeperjuanganMenurut Oline, melanjutkan pendidikan bisa membuat seseorang merasa kesepian. Teman seperjuangan bisa memberikan dorongan motivasi serta tempat berkeluh kesah karena ada pada posisi yang sama.Terlebih, proses yang dijalani tidak sebentar. Mulai dari mendaftar kampus hingga beasiswa.""Nggak ada yang namanya menyiapkan persyaratan masuk kampus hingga beasiswa hanya satu atau dua bulan. Harus ada timeline yang tersusun,"" ujarnya.Baca juga: Kemenag Buka Pendaftaran Beasiswa Penyelesaian Studi S2-S3, Bernilai Rp 25 JutaOline berpesan bahwa dalam menjalani segala proses maka seseorang harus menikmatinya. Meski terasa sakit, proses harus terus berjalan.""Semakin berkembang maka rasa sakit yang terasa akan semakin besar. Memang prosesnya terasa nggak enak, rasanya menyakitkan. Tapi proses harus terus berjalan,"" pungkasnya.
		

Simak Video ""Jokowi Mau Penerima LPDP Pulang ke RI Usai Studi Meski Gaji Lebih Rendah""




        (nir/pal)
        
            

                				lpdp				beasiswa				unair				inggris"
